year,ekey,akey,medal
1920,420,30307,
1980,88,30309,
1988,29,30309,
1988,88,30309,
1996,314,30312,B
1996,256,30313,S
2000,256,30313,
1964,479,30314,G
1988,456,30317,
2004,329,30318,
2008,329,30318,
1984,582,30319,
1996,389,30320,
1956,541,30321,
1972,630,30322,
1972,477,30322,
2016,624,30323,
2016,624,30324,
1920,376,30325,B
1924,429,30326,
1984,172,30327,
1988,172,30327,
2004,411,30328,
1960,295,30329,
1976,496,30330,
1984,71,30331,
1920,592,30332,
1928,110,30333,
1984,90,30334,S
1988,90,30334,
1992,39,30334,
1992,90,30334,B
1996,39,30334,
1996,90,30334,
1972,513,30335,
2016,161,30336,
1992,496,30338,
1920,360,30339,
2016,513,30342,
2000,487,30343,
1952,582,30344,
1968,173,30345,
1968,615,30345,G
1972,173,30345,
1972,615,30345,S
1976,615,30345,
1960,366,30346,
2000,242,30347,
1972,420,30348,B
1904,420,30349,G
1908,500,30350,G
2004,344,30351,B
1936,541,30353,
1972,54,30354,
1972,348,30354,
1900,381,30356,
2008,512,30357,
2012,512,30357,
2016,512,30357,
1976,335,30358,
1924,122,30359,
1900,24,30360,
1920,177,30361,B
1920,293,30361,S
1920,381,30361,
1924,177,30361,G
1924,293,30361,G
1924,381,30361,S
1924,38,30361,G
1924,39,30361,S
1928,177,30361,
1928,293,30361,S
1928,39,30361,
1928,90,30361,
1900,381,30362,
1968,513,30363,
1900,177,30364,
1984,466,30365,
1960,461,30368,
1960,210,30368,
1960,146,30368,
1960,551,30368,
1960,431,30368,
1960,147,30368,
1964,461,30368,
1964,210,30368,
1964,146,30368,B
1964,551,30368,
1964,431,30368,
1964,147,30368,
1968,461,30368,
1968,210,30368,
1968,146,30368,
1968,551,30368,
1968,431,30368,
1968,147,30368,
2008,180,30369,
2012,180,30369,
2004,287,30370,
2008,287,30370,
2008,197,30370,
1976,257,30371,
1976,615,30372,
1952,630,30373,
2000,257,30376,
2000,172,30376,
2004,257,30376,
1992,435,30377,
1988,499,30378,
2012,482,30379,
2016,482,30379,
2012,174,30380,
1960,420,30381,B
2008,593,30382,
1936,433,30383,
1976,39,30386,
1976,90,30386,
2016,188,30387,
1988,461,30388,
1988,210,30388,
1988,146,30388,B
1988,551,30388,
1988,431,30388,
1988,147,30388,
2000,298,30389,
1968,229,30393,
2012,188,30394,G
1948,314,30395,G
2004,565,30396,
2008,516,30397,
1948,517,30398,
1952,517,30398,
1960,517,30398,
1952,517,30399,
2004,318,30400,
2000,76,30401,
2004,76,30401,
1964,240,30402,
1964,28,30402,S
1968,240,30402,
1968,28,30402,
1976,103,30404,
1980,103,30404,S
1920,344,30405,S
2008,202,30407,
2012,202,30407,
2008,549,30408,
2008,480,30408,
2012,549,30408,
2016,549,30408,
2000,582,30409,
2004,582,30409,
2000,411,30410,S
1964,234,30411,G
1964,9,30411,B
2008,411,30412,B
2012,168,30413,
2016,269,30414,
1932,193,30415,B
1960,466,30416,
1928,240,30417,
1928,28,30417,
1932,123,30418,
1924,587,30419,
1988,142,30420,
1988,614,30420,
2000,513,30421,
1984,581,30422,
1988,581,30422,
1988,300,30422,
1988,111,30422,
1900,24,30423,
1976,71,30424,
1996,111,30425,
2000,344,30426,B
2016,246,30427,
1936,210,30428,
1992,574,30429,
1992,552,30429,
1984,543,30430,
1900,240,30432,
1972,620,30433,
1904,6,30434,
1908,240,30436,
1908,604,30436,
2008,47,30437,
2012,47,30437,
2016,47,30437,
1956,432,30438,
1956,87,30438,
1912,212,30439,
1928,420,30440,
1948,293,30441,
1952,177,30441,
1952,381,30441,
2008,629,30442,
2012,629,30442,
2016,629,30442,
1988,246,30443,
1924,523,30444,
1924,579,30444,
2016,292,30445,
2016,211,30445,
2000,322,30446,
2000,622,30446,
2000,335,30446,
2004,77,30447,S
2008,77,30447,
2000,122,30448,
2000,136,30448,
2000,223,30448,
2004,122,30448,
2004,136,30448,
2004,223,30448,
2008,136,30448,
1912,585,30451,
1912,17,30451,
1912,126,30451,S
1912,432,30451,
1912,87,30451,
1920,50,30452,
2012,210,30456,
2012,431,30456,
2012,147,30456,
1900,84,30457,
1920,177,30458,
1924,177,30458,
2012,366,30459,
1976,185,30460,
1968,572,30461,
1972,389,30461,
2008,461,30466,
2008,210,30466,
2008,146,30466,
2008,431,30466,
2008,147,30466,
1936,479,30467,
1960,344,30468,
1980,429,30469,B
2012,573,30470,
2016,573,30470,
1932,123,30472,
1948,123,30472,
1988,608,30473,
1988,335,30473,B
1936,74,30474,G
1960,368,30476,
1960,430,30476,
1960,475,30476,
1992,242,30477,
2012,513,30478,
1952,543,30479,
1996,496,30480,
2000,496,30480,S
1908,229,30481,
2008,426,30482,
2012,426,30482,
2016,426,30482,
2008,510,30483,
2012,510,30483,
2004,234,30484,
2004,85,30484,
2016,563,30485,
2016,263,30485,
1960,158,30486,
1904,24,30488,
1904,239,30488,
1904,252,30488,
1904,190,30488,
1904,619,30488,B
1904,164,30488,B
1984,388,30489,
1908,619,30490,
1960,479,30492,
1964,479,30492,
1992,368,30493,
1992,475,30493,
1992,51,30494,
1992,515,30494,
1996,51,30494,
1980,256,30495,
1900,481,30496,
1900,278,30496,
1932,408,30497,
1932,256,30497,
1928,408,30498,
1980,541,30499,G
1924,225,30500,
1924,482,30500,
1928,513,30501,
1928,626,30501,
1908,183,30502,
1900,309,30503,
1900,358,30503,S
1936,582,30504,
2012,292,30505,G
2012,211,30505,G
2016,292,30505,G
2016,211,30505,S
1924,496,30506,G
1928,496,30506,B
1928,240,30507,
1928,604,30507,
1928,28,30507,
2004,191,30508,
2008,191,30508,
1924,513,30510,
1924,626,30510,
2012,214,30511,
2016,214,30511,
1932,66,30513,
1972,582,30514,
1968,246,30515,
1912,587,30517,
1992,512,30518,
1996,110,30519,
1996,401,30519,
2000,110,30519,
1996,144,30520,
1988,543,30521,
2012,59,30522,
2016,59,30522,
1976,429,30523,
1980,72,30523,S
1976,28,30524,
2000,441,30525,
2008,441,30525,
2012,161,30528,
1972,543,30529,
1964,572,30530,
1984,550,30531,
1900,84,30532,
1996,552,30533,
1996,110,30535,
1996,401,30535,
2000,401,30535,
2004,401,30535,
1976,487,30536,S
1980,479,30536,
2016,76,30537,
1992,630,30538,
1936,381,30539,
1936,38,30539,B
2004,327,30540,
2008,327,30540,
2008,412,30540,
2012,62,30540,
2012,412,30540,
1908,540,30541,
1908,590,30541,S
1924,541,30542,
1912,19,30543,
1912,468,30543,
2004,191,30544,
2000,513,30546,
2004,513,30546,
2004,179,30547,
2000,32,30548,
2000,179,30548,
2004,32,30548,
2004,179,30548,
2008,32,30548,
2012,32,30548,
2012,179,30548,B
1972,246,30549,
1980,246,30549,B
1924,618,30550,
1924,61,30550,
1956,404,30551,G
1960,404,30551,
1964,102,30552,
1992,230,30553,
1952,148,30554,B
1912,463,30555,
1980,549,30556,
1988,541,30558,S
1980,256,30559,
1988,256,30559,
2012,185,30560,S
2012,77,30561,
2016,145,30562,
2000,553,30565,G
1956,575,30568,B
1988,217,30569,S
1992,217,30569,
1992,224,30570,
1992,108,30570,
1960,502,30571,G
1964,502,30571,
1968,71,30571,
1972,71,30571,
2008,39,30572,
2012,39,30572,
2012,90,30572,S
1992,88,30573,B
2012,44,30574,
1956,44,30575,G
1956,387,30575,
1960,44,30575,
2004,625,30576,
2008,625,30576,G
2012,625,30576,S
1952,98,30577,
1992,310,30578,
1996,608,30579,
1996,489,30579,
1996,335,30579,
1980,251,30580,B
1984,251,30580,B
1992,251,30580,
1972,429,30581,
1980,193,30582,
1984,435,30582,S
1968,497,30583,B
1968,295,30583,
1972,295,30583,B
1968,381,30584,
1968,38,30584,
2004,616,30585,
1904,230,30586,B
1924,183,30587,
1928,586,30587,
1972,90,30588,
1976,90,30588,
1956,513,30590,
1928,566,30591,
2004,67,30592,
1924,183,30593,
1900,309,30594,
1960,496,30595,
1964,496,30595,
1960,102,30597,S
1964,541,30597,
1932,123,30598,
1992,220,30599,
1992,150,30599,
1996,220,30599,
1996,258,30599,
1996,150,30599,
2000,220,30599,G
2000,150,30599,
2004,220,30599,
2004,150,30599,
2008,220,30599,
2008,150,30599,
2012,220,30599,
2012,150,30599,
1928,592,30600,
1932,592,30600,
1936,592,30600,
2016,513,30601,
2016,509,30601,S
1912,586,30603,
1968,420,30605,G
1972,420,30605,S
1972,420,30606,S
1960,420,30607,B
1968,420,30608,G
1980,312,30609,
1968,129,30610,S
1988,238,30611,S
1912,177,30612,
1912,39,30612,
1936,381,30613,
1936,38,30613,
1948,293,30613,
1948,381,30613,
1948,38,30613,
1968,197,30614,
1968,330,30614,
2016,575,30615,B
1920,415,30616,
1920,404,30616,
1952,541,30617,G
1980,14,30618,
1984,72,30618,
1980,461,30619,
1980,210,30619,S
1980,146,30619,
1980,551,30619,
1980,431,30619,
1980,147,30619,
1908,212,30620,
1912,256,30623,B
1912,617,30623,
2000,422,30624,
2000,508,30624,
2000,400,30624,
1964,234,30625,
1964,9,30625,
1964,335,30625,
1924,420,30626,
1952,508,30627,
1952,400,30627,
1952,314,30627,
1956,202,30627,
1956,508,30627,
1956,400,30627,
1956,314,30627,
1996,180,30629,
2000,180,30629,
1956,291,30630,
1908,240,30631,
1908,604,30631,
1912,240,30631,
1912,604,30631,
2004,582,30632,B
2000,227,30633,
1988,9,30634,
1988,301,30634,
1980,487,30638,G
1960,541,30640,
1980,54,30641,
1980,348,30641,
1980,240,30642,
1980,604,30642,
1980,28,30642,S
1992,24,30643,
1992,619,30643,
1992,117,30643,
1992,373,30643,
1992,164,30643,
1992,337,30643,
1992,270,30643,
1992,446,30643,
1996,24,30643,
1996,619,30643,
1996,117,30643,
1996,373,30643,
1996,164,30643,
1996,337,30643,S
1996,270,30643,
1996,446,30643,
2016,257,30644,
2016,172,30644,
2008,578,30645,
2012,578,30645,
2012,202,30645,
2008,202,30646,
2008,287,30646,
2012,287,30646,
1984,420,30647,S
1936,177,30650,
1936,293,30650,
1936,381,30650,
1936,38,30650,
1936,39,30650,
1928,282,30653,
1992,576,30654,
1980,172,30655,
1976,185,30657,S
2016,324,30661,
2016,168,30661,S
1996,452,30662,
1992,292,30663,
1996,292,30663,
2012,230,30664,S
2016,230,30664,S
1996,437,30665,
2000,440,30665,
1932,541,30666,G
1984,66,30667,
1988,517,30668,
1992,517,30668,
1908,570,30669,G
2004,344,30670,
1968,246,30671,
1992,102,30673,
1996,474,30673,
2000,230,30673,
2012,314,30674,
1972,404,30675,
2016,155,30676,
1936,256,30678,S
1968,287,30679,
1968,555,30679,
1928,158,30680,
1932,123,30682,
1960,475,30683,
1964,583,30683,
1964,475,30683,
1996,249,30684,
2008,510,30685,
2012,510,30685,
1992,197,30686,
1992,330,30686,
1996,162,30686,
1996,314,30686,
1996,197,30686,
1996,330,30686,
2000,197,30686,
2000,330,30686,
1988,368,30688,
1988,430,30688,
1988,475,30688,
2000,172,30689,
2004,172,30689,
2008,172,30689,
2004,474,30690,
1988,420,30691,
1996,251,30692,
1984,258,30693,
1936,628,30694,
1936,615,30696,S
2000,625,30697,
1976,222,30700,
1976,314,30701,B
1960,429,30702,
1964,203,30703,
1920,225,30704,
1960,212,30705,
2012,246,30706,
1984,238,30707,
2004,455,30708,
2008,274,30709,
1972,517,30710,
1976,517,30710,
1932,123,30711,
1948,282,30711,
2000,420,30712,
2016,496,30713,
1924,240,30715,
1924,604,30715,
1924,28,30715,
1932,123,30716,
2016,212,30717,
1996,420,30718,
1988,549,30719,
1988,480,30719,
2000,407,30720,
2000,425,30720,
2004,407,30720,
2004,425,30720,
2008,425,30720,
2012,491,30721,
1968,294,30722,
1980,229,30723,
1900,420,30724,S
1928,545,30725,
1928,621,30725,
1924,404,30726,
1900,260,30727,
1900,484,30727,
1988,496,30728,S
1992,496,30728,
1996,496,30728,
2000,455,30729,
2000,271,30729,
2004,455,30729,
2004,271,30729,S
2008,455,30729,
2012,455,30729,
2012,271,30729,
1988,395,30730,
1988,212,30730,
1936,533,30731,B
1908,619,30732,
1924,199,30733,S
1968,344,30734,
1972,344,30734,
1920,502,30736,
1920,255,30736,S
1924,502,30736,
1924,255,30736,
1984,517,30737,
1928,324,30738,
1928,168,30738,
1948,513,30739,
1948,626,30739,B
1948,109,30739,G
1908,404,30740,
1908,33,30740,
1908,244,30740,
1980,572,30742,
1984,572,30742,
1996,502,30743,
1996,345,30743,
1924,592,30744,
1920,327,30746,
1920,62,30746,
1920,412,30746,
1924,327,30746,
1924,62,30746,
1992,348,30747,
1996,348,30747,
2000,348,30747,
1996,419,30748,
2000,419,30748,
1924,199,30749,S
1984,541,30750,
2016,10,30751,
1996,98,30752,
2000,98,30752,
1924,410,30753,
2004,177,30755,
2004,293,30755,
1976,229,30756,
1992,298,30758,
1908,202,30760,
1968,9,30761,
1968,301,30761,
1928,566,30766,
1932,418,30766,
1960,110,30767,
1964,110,30767,S
1968,110,30767,
1992,586,30768,S
2000,195,30768,
1964,466,30769,
1964,396,30769,
1960,177,30770,
1960,381,30770,
1960,39,30770,
2004,205,30771,
2016,268,30772,
2012,327,30773,
2016,327,30773,
2016,268,30774,
1920,494,30775,
1920,395,30775,
1920,498,30775,
1924,494,30775,
1924,498,30775,
1928,494,30775,
1928,388,30775,
1972,292,30776,
1972,211,30776,
1912,545,30777,G
2000,28,30779,
1968,628,30780,S
1972,264,30780,S
2008,347,30781,S
2000,32,30782,
2000,620,30782,
2004,620,30782,
2008,620,30782,
2016,61,30783,
1968,426,30784,
1968,359,30784,
1968,223,30784,
1964,217,30785,
1968,203,30785,
1968,158,30786,
1968,246,30787,
2016,508,30788,
2016,314,30788,
1960,519,30789,
1964,474,30790,
1992,292,30791,
1992,211,30791,
1900,618,30792,
1900,61,30792,
1972,513,30794,
1972,466,30794,
1976,513,30794,
1952,461,30795,
1952,210,30795,
1952,253,30795,
1952,146,30795,
1952,551,30795,
1952,431,30795,
1952,147,30795,
1936,111,30797,
1984,563,30798,
1984,263,30798,
1988,563,30798,G
1988,263,30798,B
1960,432,30799,
1960,87,30799,B
1972,263,30799,
1948,508,30801,
1948,314,30801,
2016,229,30802,
2004,240,30803,
1912,496,30804,B
1920,496,30804,S
1924,496,30804,S
1912,51,30805,
1912,150,30805,
1912,471,30805,B
1912,568,30805,B
2000,368,30806,
2000,430,30806,
2012,582,30807,G
2016,582,30807,G
2016,541,30808,G
1924,51,30809,
1932,51,30809,
1952,51,30810,
1952,515,30810,
1984,51,30811,
1984,515,30811,
1988,381,30811,
1980,251,30812,B
1984,251,30812,B
1992,193,30813,
1988,300,30814,
1996,191,30815,
2000,191,30815,
1984,111,30816,
1964,230,30817,B
1960,517,30818,
1988,462,30819,
1924,516,30820,B
1972,582,30821,
1952,461,30822,
1952,210,30822,
1952,253,30822,
1952,146,30822,
1952,551,30822,
1952,431,30822,
1952,147,30822,
1936,381,30823,
1920,439,30824,B
2000,167,30826,
1984,420,30827,
1932,123,30828,
1960,415,30829,
1964,415,30829,
1968,415,30829,
1908,619,30830,
1920,619,30830,B
1968,45,30831,
1972,45,30831,
2012,464,30832,
1980,604,30833,
1980,28,30833,
1988,76,30836,
2008,535,30837,
1976,389,30838,
1960,420,30839,G
1972,291,30840,
2012,329,30843,
2008,245,30844,
1996,497,30845,
1996,276,30845,
1968,202,30846,
1968,422,30846,
1968,162,30846,
1988,392,30847,
1992,401,30847,
1992,392,30847,
2004,487,30848,
1984,574,30849,
1984,552,30849,
1988,574,30849,
1988,552,30849,
1992,574,30849,
1992,552,30849,
1996,574,30849,
1996,552,30849,
1976,366,30850,
1952,202,30852,
1952,314,30852,
1924,112,30854,
2004,94,30857,
1964,508,30858,
1964,400,30858,
1984,487,30859,G
1960,508,30861,
1960,400,30861,
1960,314,30861,
1988,396,30862,
1988,366,30862,
1960,541,30865,
1968,285,30867,
1968,339,30867,
1972,285,30867,
1972,339,30867,
1976,339,30867,
2016,238,30868,
2016,268,30869,
1968,545,30870,
1968,621,30870,
1980,519,30871,
1988,212,30872,
2008,491,30873,
2012,491,30873,
2016,491,30873,
1988,437,30874,
1968,39,30876,
1968,90,30876,
1972,90,30876,
1908,381,30877,
1908,39,30877,
1924,68,30878,
1936,418,30878,
1996,425,30879,
1996,550,30879,B
1928,109,30880,
1928,399,30880,
1936,309,30880,
1936,399,30880,
1936,550,30881,
2000,314,30882,S
2004,162,30882,B
1908,474,30883,B
2016,222,30884,G
2004,7,30885,
2016,22,30886,
1928,344,30887,S
1928,291,30889,
1984,461,30890,
1984,210,30890,S
1984,146,30890,
1984,551,30890,
1984,431,30890,
1984,147,30890,
2000,29,30892,
2016,28,30894,
1920,381,30895,
1920,38,30895,
1976,513,30896,
1900,39,30897,
1900,150,30898,
1900,471,30898,S
1984,344,30900,B
1924,587,30901,
2016,303,30902,
1948,582,30903,
1964,494,30904,
1964,395,30904,
1968,420,30905,
1992,251,30906,
1936,102,30907,
2016,618,30908,
1980,549,30909,
1984,549,30909,
1988,549,30909,
1992,549,30909,
1924,592,30910,
1928,592,30910,
1948,344,30911,G
1952,344,30911,G
1984,492,30912,
2004,72,30913,
2008,519,30913,
2012,519,30913,B
2016,410,30913,
1984,142,30914,
1984,614,30914,
1988,142,30914,
1988,614,30914,
1992,142,30914,
1992,614,30914,
2008,380,30915,
1988,366,30916,B
1908,500,30917,S
1996,552,30918,G
2000,552,30918,G
2004,574,30918,
2004,552,30918,
2008,574,30918,
2008,552,30918,
2012,574,30918,
2012,552,30918,
2016,574,30918,B
2016,552,30918,
1964,587,30920,
1964,482,30920,
1968,482,30920,
1972,38,30921,
1968,558,30922,
1956,387,30923,
2008,411,30924,
2000,155,30925,
1984,300,30926,
1984,111,30926,
1900,260,30927,
1900,473,30927,S
1964,102,30928,
1968,541,30928,S
1936,212,30929,
1996,388,30930,
2000,587,30931,
1904,207,30932,
1904,346,30932,S
1976,66,30933,S
1992,574,30934,
1992,552,30934,
2000,572,30935,
1920,496,30936,
1920,619,30937,B
2004,445,30938,
2008,445,30938,
1996,606,30939,S
2008,411,30940,S
1932,516,30941,G
1936,516,30941,
1992,32,30942,
1992,76,30943,S
1996,76,30943,
2000,76,30943,B
1976,297,30944,B
1980,297,30944,G
1972,110,30949,
1972,348,30949,
2008,251,30950,
2012,251,30950,B
2016,251,30950,
1984,246,30951,G
2016,437,30952,
2016,561,30952,
1948,517,30953,
1992,251,30954,G
1996,251,30954,B
2000,251,30954,B
2004,251,30954,
1996,541,30955,G
1996,242,30956,B
1968,102,30957,
2016,549,30959,
1996,212,30960,
1988,420,30961,
1984,496,30962,G
1988,496,30962,G
2000,251,30963,
2012,53,30964,
2012,513,30965,
2016,513,30965,
1952,388,30966,
1980,185,30967,B
1992,493,30968,
1984,76,30969,G
1988,76,30969,
1960,582,30970,
1964,582,30970,
1996,246,30971,B
1980,76,30972,S
1984,76,30972,G
1988,76,30972,
2012,581,30975,
2012,300,30975,
2012,111,30975,
2000,251,30976,
1980,185,30977,B
1924,618,30978,
2000,229,30979,
2008,489,30981,
1976,534,30982,S
1936,582,30983,
1936,582,30984,
1952,350,30986,
1904,587,30987,G
1984,246,30989,G
2012,44,30990,
2016,44,30990,
1920,177,30991,
1920,293,30991,
1920,90,30991,
1924,177,30991,
1924,90,30991,
2008,423,30992,
2012,423,30992,
2016,325,30992,
1920,193,30993,
1952,344,30994,
1988,112,30995,
1992,112,30995,
1996,112,30995,
1980,31,30996,
1980,82,30999,
1996,415,31001,
1996,482,31001,B
2000,482,31001,
2004,482,31001,
2008,188,31002,
1972,582,31003,G
2012,142,31004,
2012,614,31004,
2016,142,31004,
2016,614,31004,
1996,513,31005,
1996,509,31005,
2000,513,31005,
1976,574,31006,
1976,552,31006,
1968,6,31007,
1972,6,31007,
1984,76,31008,
1960,381,31009,
1908,381,31010,
1980,6,31011,
2012,508,31012,
2012,314,31012,G
2016,422,31012,B
2016,508,31012,
2016,314,31012,G
1952,430,31013,
1904,24,31014,
1904,239,31014,
1904,190,31014,
1904,619,31014,
2004,344,31015,G
2008,344,31015,B
2012,344,31015,B
2016,344,31015,
1956,344,31016,
2016,242,31017,
1924,158,31018,
2000,324,31019,
2000,168,31019,
2004,168,31019,S
1984,298,31020,
2012,465,31021,G
2004,39,31022,
2004,90,31022,B
2008,49,31023,
2008,338,31023,
2016,49,31023,
2016,338,31023,G
2004,202,31024,
2008,312,31025,
2012,542,31025,
2012,31,31025,
1976,294,31026,
